ID_Muestra,Sitio_Proyecto,Grava_pct,Arena_pct,Limo_pct,Arcilla_pct,Humedad_pct,Limite_Liquido,Indice_Plasticidad,Capacidad_Carga_kNm2,Cohesion_kPa,Angulo_Friccion_deg,pH_Suelo,Sulfatos_ppm,Prof_Nivel_Freatico_m,Clasificacion_Target
834,Buenos Aires (CABA),"7,06","47,4","12,22","33,32","27,96","40,28","6,56","223,04","38,49","35,63","6,86","1863,37","8,21",Apto
835,Rosario,"19,93","50,59","14,95","14,53","15,69","36,08","15,83","280,9","29,1","39,16","6,65","944,47","13,14",Apto
836,Rosario,"16,76","42,82","27,99","12,43","13,22","38,3","15,23","252,68","13,19","36,2","7,08","404,18","10,47",Apto
837,San Juan,"36,59","16,4","29,83","17,17","29,03","42,35","33,39","279,16","24,03","32,24","7,17","639,67","2,12",No Apto
838,Buenos Aires (CABA),"14,5","26,91","6,12","52,47","16,32","45,12","8,07","211,82","71,06","30,97","6,6","149,07","2,64",No Apto
839,Salta,"23,22","56,4","24,03",5,"32,1","44,1","33,2","305,68","12,39","41,56","8,24","963,19","6,71",No Apto
840,Rosario,"25,29","21,23","14,29","39,19","7,09","49,78","28,42","243,62","56,29","31,43","7,36","1713,6","3,34",No Apto
841,Córdoba Capital,"0,52","28,61","14,81","56,06","6,75","22,58","30,64","159,3","82,84","28,69","8,45","1870,48","0,9",No Apto
842,San Juan,"26,54","31,6","23,86",18,"32,81","31,05","20,13","269,36","32,79","34,79","8,03","1868,57","12,17",Apto
843,Rosario,"7,12","31,97","27,96","32,95","24,45","52,91","28,79","192,42","45,34","31,02","7,39","294,2","0,78",No Apto
844,Misiones,"38,44","40,65","28,77",5,"16,39","30,86","26,32","335,06","22,77","39,88","8,37","795,01","12,54",No Apto
845,Buenos Aires (CABA),"5,95","57,15","19,43","17,47","27,65","19,99","31,91","238,1","23,82","38,34","7,26","105,05","2,59",No Apto
846,Neuquén,"16,58","22,03","13,93","47,45","25,17","36,02","20,64","210,38","68,05","29,92","8,22","1717,57","14,63",No Apto
847,Rosario,"3,41","16,08","24,69","55,82","20,94","19,38","21,55","145,8","69,28","25,51","6,9","749,57","9,26",No Apto
848,San Juan,"39,87","19,87","11,28","28,98","7,97","23,11","27,53","299,22","46,04","33,94","6,95","1280,68","11,16",No Apto
849,Neuquén,"20,09","54,35","19,1","6,46","29,37","54,93","8,78","289,06","16,16","40,32","7,05","1444,05","2,1",Apto
850,Córdoba Capital,"23,82","42,29","13,96","19,93","30,98","36,65","20,27","279,86","39,33","37,45","7,37","888,2",13,Apto
851,Neuquén,"2,68","24,3","21,42","51,61","10,17","26,36","39,02","159,32","75,54","27,83","7,38","647,56","12,67",No Apto
852,Misiones,30,"50,8","11,01","8,19","30,52","54,79","6,31","321,6","16,89","41,24","7,24","1926,32","9,97",Apto
853,Salta,"8,4","53,07","9,79","28,75","31,34","53,66","16,06","239,74","40,61","37,6","6,77","1930,75","7,78",Apto
854,Rosario,"35,92","52,33","27,96",5,"21,48","32,63","15,99","348,34","14,42","42,88","8,32","614,4","10,96",Apto
855,Mendoza,"8,21","55,95","7,55","28,3","24,69","25,42","27,17","244,74","53,34","38,43","7,47","985,27","0,59",No Apto
856,Mendoza,"7,63","22,61","17,65","52,11","16,47","48,54","8,7","175,74","80,63","28,31","7,02","1947,05","9,09",No Apto
857,Neuquén,"1,46","47,75","10,52","40,26","13,45","43,62",27,"201,34","53,47","34,62","7,63","59,49","12,79",No Apto
858,Chubut,"18,88","33,03","5,97","42,12","26,66","42,48","8,33","241,58","64,55","33,68","7,92","854,72","5,68",Apto
859,Buenos Aires (CABA),"22,59","52,1","5,9","19,41","30,86","50,72","8,32","294,56","24,63","40,15","8,4","245,89","2,07",Apto
860,Mendoza,"2,63","46,42","9,38","41,57","24,62","42,58","30,49","203,36","57,65","34,45","7,25","1042,86","6,6",No Apto
861,Chubut,"31,02","48,82","26,67",5,"20,35","26,35","16,34","321,72","11,36","40,85","6,28","98,11","11,04",Apto
862,Mendoza,"18,13","42,81","12,06",27,"9,77","42,75","39,21","258,14","47,75","36,47","7,1","843,45","2,06",No Apto
863,Chubut,"20,98","18,87","28,76","31,39","6,6","27,23","6,31","221,66","41,21","29,86","7,2","480,36","3,49",Apto
864,Buenos Aires (CABA),"17,63","37,25","19,54","25,58","18,37","45,37","20,58","245,02","42,84","34,7","8,24","1089,95","2,64",Apto
865,Tucumán,"16,03","59,23","15,92","8,82","6,48","39,79","8,96","282,58","20,59","40,97","6,99","1992,19","12,06",Apto
866,Mendoza,"22,39","56,87","19,5",5,"22,08","18,1","17,3","303,3","15,12","41,54","8,38","1611,05","1,41",Apto
867,Misiones,"6,21","12,16","17,92","63,71","16,48","35,51","39,94","149,16","94,81","24,89","7,21",1699,"10,46",No Apto
868,Rosario,"7,28","18,24","23,97","50,51","27,72","28,73","36,11","165,6","79,41","26,93","8,43","1288,77","5,81",No Apto
869,Chubut,"34,47","16,59","12,06","36,88","14,17","28,14","6,69","271,06","53,53","31,87","6,02","131,04","11,46",Apto
870,Rosario,"37,84","46,3","13,83",5,"22,79","39,09","24,71","343,96","14,27","41,46","8,25","453,26","14,48",Apto
871,San Juan,"14,93","50,89","27,35","6,83","21,13","27,89","27,67","261,5","10,66","38,25","8,33","1853,88","2,16",No Apto
872,San Juan,"10,83","20,68","28,66","39,83","5,14","46,08","12,33","184,68","57,77","28,37","8,4","763,92","5,06",No Apto
873,Buenos Aires (CABA),"25,76","35,29","27,31","11,63","7,17","17,83","10,08","273,62","33,72","35,74","6,03","252,09","12,25",Apto
874,Chubut,"16,35","52,04","15,49","16,13","13,71","41,42","36,65","269,48","28,71","38,88","6,43","1419,69","4,36",No Apto
875,Córdoba Capital,"1,02","46,64","24,51","27,84","31,47","47,37","38,91","197,36","47,05","34,2","7,63","633,94","3,62",No Apto
876,San Juan,"6,25","37,11","16,91","39,73","9,41","41,91","39,72","199,22","50,69","32,38","6,06","574,27","12,47",No Apto
877,Buenos Aires (CABA),"28,64","39,52","17,44","14,41","26,33","34,89","32,64","293,6","25,12","37,58","6,16","1996,06","14,81",No Apto
878,San Juan,"26,36","35,42","10,12","28,11","34,2","53,01","28,22","276,28","46,04","35,9","6,55","1723,37","8,57",No Apto
879,San Juan,"1,08","24,88","19,78","54,26","28,72",27,"17,1","154,08","75,64","27,68","7,28","845,48","4,53",No Apto
880,Córdoba Capital,"8,88","38,25","9,65","43,22","12,29","15,77",11,"212,02","65,99","33,25","7,36","1961,51","6,28",No Apto
881,Mendoza,"9,24","44,44","13,29","33,02","32,25","32,28","7,76","225,84","46,61","35,18","6,09","1317,72","2,97",Apto
882,Neuquén,"26,88","53,67","26,38",5,"7,79","16,32","29,27","314,86","7,25","41,48","6,43","1496,94","11,55",No Apto
883,Tucumán,"0,79","41,81","10,18","47,22","19,04","53,16","32,47","186,78","72,27","32,7","7,25","111,45","11,72",No Apto
884,San Juan,"4,16","48,06","6,78",41,"31,63","23,4","33,93","212,76","54,52","35,25","7,48","287,13","13,19",No Apto
885,San Juan,32,18,"6,73","43,27","24,24","46,56","36,98",264,"64,46","31,8","6,37","1284,52","0,89",No Apto
886,Misiones,"7,14","33,08","28,52","31,26","17,41","45,98","35,8","194,72","49,77","31,35",7,"1803,1","8,65",No Apto
887,Tucumán,"26,11","10,47","17,67","45,75","13,78","23,71","39,99","225,38","56,58","28,36","8,26","1266,3","3,61",No Apto
888,Córdoba Capital,"9,53","22,33","15,24","52,9","16,25","39,85","13,54","182,78","78,73","28,6","8,5","311,35","5,44",No Apto
889,Rosario,"3,98","46,32","25,27","24,43","20,27","16,92","31,72","208,56","36,48","34,69","8,47","275,73","11,88",No Apto
890,Chubut,"9,73","59,59","25,9",5,"14,57","34,34","25,53","258,1","16,28","39,82","8,2","1696,16","3,28",No Apto
891,San Juan,"28,89","14,96","13,3","42,85","34,07","15,59","14,14","245,48","59,63","30,27","6,99","321,64","9,76",Apto
892,Neuquén,"34,23","30,07","22,34","13,36","32,99","51,85","39,37","297,06","34,14","35,87","7,72","1064,45","9,99",No Apto
893,Chubut,"33,21",50,"24,28",5,"31,12","54,04","36,43","332,84","22,72","41,64","7,04","122,37","14,33",No Apto
894,Tucumán,"15,89","20,2","21,37","42,54","17,65","23,89","9,5","203,96","51,99","29,24","7,62","207,31","11,74",No Apto
895,Chubut,"26,72","37,75","8,79","26,73","25,74","23,32","5,92","282,38","53,37","36,67","6,77","1361,08","12,15",Apto
896,Mendoza,"8,2","46,65","26,9","18,25","32,08","45,15","29,09","226,1","28,51","35,64","7,52","1393,9","8,21",No Apto
897,San Juan,"11,73","40,8","18,48",29,"30,51","25,14","26,14","228,52","55,31","34,59","7,31","715,87","3,21",No Apto
898,Chubut,"35,85","19,4","12,06","32,68","17,43","50,8","37,75","282,2","47,93","32,99","6,06","470,44","6,67",No Apto
899,Rosario,"0,52","27,77","15,63","56,08","8,37","37,96","13,19","157,62","75,59","28,44","7,98","1636,74","8,47",No Apto
900,Rosario,"3,42","49,19","5,94","41,45","7,27","29,03","7,95","212,06","58,5","35,44","6,03","473,35","10,34",No Apto
901,San Juan,"8,32","37,71","8,2","45,78","22,31","48,31","14,07","208,7","62,93","32,98","6,73","1106,95","9,31",No Apto
902,Salta,"1,06","10,26","24,14","64,54","24,28","34,74","5,66","124,76","100,07","23,29","6,01","1938,01","6,21",No Apto
903,Rosario,"7,26","48,05",5,"39,69","30,5","51,47","6,26","225,14","57,25","35,87","6,94","338,31","4,35",Apto
904,Chubut,"23,32","11,77","15,41","49,5","13,78","52,12","37,02","216,82","67,89","28,2","6,16","1884,71","2,94",No Apto
905,Buenos Aires (CABA),"16,86","47,29","18,06","17,79","10,02","21,62","17,32","262,02","31,73","37,56","8,28","406,64","10,56",Apto
906,Rosario,"35,71","20,12","6,37","37,8","16,37","15,09","19,38","283,08","50,52","33,18","7,04","1156,51","9,86",Apto
907,Tucumán,"32,7","57,9","29,33",5,"15,61","54,36","5,64","346,6","23,99","43,91","7,15","785,17","10,47",Apto
908,Salta,"13,67","28,4","10,65","47,28","8,97","51,25","14,47","211,48","59,38","31,25","6,87","1931,61","5,9",No Apto
909,Chubut,"10,38","26,35","12,6","50,67","25,17","17,22","33,17","194,22","67,73","29,98","7,57","583,41","4,3",No Apto
910,Córdoba Capital,"15,19","17,44","12,6","54,77","20,26","48,32","26,54","195,64","80,41","28,27","7,96","829,33","11,52",No Apto
911,Misiones,"23,61","25,28","10,76","40,35","26,63","33,31","31,38",245,"58,63","32,31","7,62","1966,58","11,72",No Apto
912,Córdoba Capital,"10,72","53,83","5,04","30,41","15,58","25,36","20,65","250,54","49,24","38,29","7,87","1096,12","7,11",Apto
913,Mendoza,"24,97","59,82","23,23",5,"14,77","50,15","15,84","319,52","23,67","42,94","8,26","1030,13","9,37",Apto
914,Misiones,"16,38","28,42","29,17","26,04","19,18","22,87","21,9","222,36","46,27","31,8","8,16","552,67","5,92",Apto
915,Mendoza,"22,08","32,43","10,61","34,88","31,32","52,89","16,31","253,18","52,54","34,14","7,69","1417,66","10,68",Apto
916,Misiones,"17,45","46,1","21,58","14,88","6,21","23,22","34,36",262,"38,3","37,32","6,54","78,03","12,62",No Apto
917,Misiones,"11,78","54,31","23,55","10,36","29,14","39,55","15,42","255,74","19,29","38,65","7,59","146,55","10,48",Apto
918,Buenos Aires (CABA),"37,94","39,65","26,21",5,"16,07","23,92","28,09","331,06","15,5","39,48","7,27","1218,75","7,93",No Apto
919,Neuquén,"30,54","29,58","15,57","24,31","30,64","36,83","9,79","281,32","39,02","34,98","7,79","716,27","7,15",Apto
920,Tucumán,"5,6","30,63","12,57","51,19","29,07","42,36","29,04","183,66","70,92","30,31","8,08","1908,97","9,81",No Apto
921,Córdoba Capital,"34,74","44,78","13,13","7,35","15,46","22,61","36,97","328,52","13,47","40,38","7,86","1811,22","10,36",No Apto
922,Rosario,"19,5","10,16","22,82","47,53","25,82","35,84","26,3","198,32","59,12","26,95","8,12","1441,73","8,6",No Apto
923,Chubut,"35,78","40,98","25,42",5,"9,79","33,76","24,59","325,08","18,09","39,45","6,16","1645,38","9,56",Apto
924,Salta,"31,99","27,77","9,54","30,69","31,89","17,84","38,64","283,5","43,66","34,73","6,08","1351,3","1,9",No Apto
925,Tucumán,"17,01","49,71","14,27","19,01","17,13","47,73","26,96","267,46","42,35","38,32","6,65","294,89","14,3",No Apto
926,Mendoza,"0,9","14,65","27,55","56,9","18,67","28,43","14,08","132,9","77,92","24,58","8,25","1542,81","11,97",No Apto
927,Buenos Aires (CABA),"10,75","39,41","25,17","24,68","26,17","37,98","15,23","221,82","38,36","33,97","8,06","459,87","5,92",Apto
928,Mendoza,"21,67","34,05","29,62","14,66","29,63","35,59","29,69","254,78","33,06","34,55","7,71","680,71","8,66",No Apto
929,Neuquén,"25,34","42,12","23,86","8,69","12,09","35,53","30,74","285,6","22,44","37,7","7,75","1647,51","1,19",No Apto
930,Salta,"10,32","13,24","14,83","61,61","24,84","19,29","15,62","167,76","83,05","26,04","7,82","1096,22","1,1",No Apto
931,Buenos Aires (CABA),"5,57",39,"19,77","35,66","16,76","31,94","17,09","200,28","49,59","32,81","8,36","1726,88","4,14",No Apto
932,Mendoza,"33,4","38,07","21,53",7,"16,06","33,09","39,69","309,74","36,69","38,1","8,08","465,42","10,5",No Apto
933,Neuquén,"39,38","38,03","6,96","15,63","25,7","44,35","8,57","333,58","30,56","39,29","7,56","1235,17","12,86",Apto
934,Chubut,"21,03","40,17","18,61","20,19","16,62","48,6","19,16","264,46","39,65","36,26","7,66","213,39","8,61",Apto
935,Chubut,"6,87","43,82","22,73","26,58","15,38","36,8","7,19","215,12","36,78","34,52","6,53","1303,97","8,22",No Apto
936,Mendoza,"10,89","50,25","9,18","29,68","30,08","18,47","33,74","244,06","42,73","37,25","7,64","1536,94","6,33",No Apto
937,Tucumán,"0,74","23,49","24,52","51,26","8,04","24,47","8,23","149,94","82,07","27,2","7,06","1190,62","2,84",No Apto
938,Salta,"36,57","51,25","19,59",5,"25,28","21,6","28,59","348,78","22,98","42,69","6,38","569,15","2,22",No Apto
939,San Juan,"4,71","34,91","28,81","31,57","12,46","19,98","6,98","188,66","50,17","31,42","8,02","111,12","11,53",No Apto
940,Tucumán,"23,06","13,85","6,06","57,03","5,46","29,64","28,55","219,94","76,53","28,77","7,28","282,93","13,95",No Apto
941,Chubut,"10,96","12,93","11,63","64,48",10,"24,18","34,51","169,7","86,21","26,07","8,44","1263,49","7,15",No Apto
942,Salta,"22,17","26,71","20,04","31,08","23,2","23,73","18,96","242,1","43,92","32,45","6,7","1872,12","10,06",Apto
943,Neuquén,"26,06","49,24","12,41","12,28","26,27","17,19","23,27","302,72","18,95","39,98","7,2","452,74","13,76",Apto
944,Buenos Aires (CABA),"33,19","45,38","22,86",5,"5,63","15,71","19,05","323,52","20,62","40,25","7,12","1483,3","1,81",Apto
945,Misiones,"8,26","49,43","23,98","18,34","6,09","19,11","15,52","231,9","34,7","36,48","6,3","1739,58","11,67",Apto
946,Mendoza,"0,44","35,86","7,56","56,13","32,08","21,89","33,11","173,48","81,04","30,85","7,07","1065,72","9,44",No Apto
947,Córdoba Capital,"5,48","32,01","17,85","44,67","7,2","32,24","14,52","185,94","61,92","30,7","6,72","1355,07","9,18",No Apto
948,Salta,36,"17,37","17,72","28,9","31,83","35,42","30,3","278,74","45,96","32,41","6,4","1639,28","4,74",No Apto
949,Rosario,"34,96","26,41","14,23","24,4","11,84","20,62","12,22","292,66","37,12","34,92","6,71","558,32","10,42",Apto
950,Neuquén,"23,9","31,7","28,32","16,08","27,2","31,99","13,74",259,"25,66","34,29","6,58","628,95","12,02",Apto
951,San Juan,"24,02","14,43","25,69","35,86","14,29","28,67","16,78","224,94","61,37","29,13","7,84","51,22","2,14",Apto
952,Misiones,"26,6","21,03","22,43","29,94","30,76","22,34","25,62","248,46","46,54","31,63","6,08","1928,03","8,24",No Apto
953,Rosario,"7,01","39,91","22,86","30,22","26,01","15,27","20,9","207,86","48,8","33,38","7,54","1839,21","1,97",No Apto
954,San Juan,"36,58","46,78","16,54",5,"17,05","33,68","31,08","339,88","20,18","41,35","7,9","1540,91","13,15",No Apto
955,Córdoba Capital,"16,75","59,92","28,02",5,"7,29","42,43","12,47","286,84","16,67","41,33","7,2","204,2","7,86",Apto
956,Chubut,"15,33","56,66","22,36","5,65","26,98","24,05","5,37","274,64","17,98","40,06","8,33","922,63","12,22",Apto
957,Tucumán,"20,76","42,13","23,22","13,89","23,51","20,27","32,18","267,3","21,23","36,79","7,77","248,69","5,84",No Apto
958,Mendoza,"1,88","31,06","26,54","40,52","5,09","50,48","33,76","169,64","54,14","29,69","7,87","81,04","2,31",No Apto
959,Buenos Aires (CABA),"6,65","41,81","11,85","39,69","5,28",26,"7,08","210,22","52,89","33,87","6,49","1251,56","1,1",No Apto
960,San Juan,"29,52","49,28","25,18",5,"29,26","23,94","26,38","316,64","19,03","40,69","7,94","1923,62","4,58",No Apto
961,Misiones,"3,31","15,92","9,88","70,89","12,78","49,28","18,24","145,08","95,42","25,44","8,08","1810,59","4,04",No Apto
962,Salta,"24,13","30,5","13,63","31,75","24,08","47,68","32,79","257,52","43,62","33,98","6,9","1408,67","8,63",No Apto
963,Chubut,"9,81","51,99","13,39","24,81","18,63","32,93","35,6","243,22","42,67","37,56","6,53","238,45","0,82",No Apto
964,Salta,"15,57","29,19","29,46","25,77","30,9","34,57","34,79","220,66","43,64","31,87","6,96","584,62","8,05",No Apto
965,Misiones,"11,55","38,59","26,41","23,45","32,51","23,71","32,2","223,38","34,67","33,89","7,85","674,11","6,18",No Apto
966,Salta,"14,23","39,39","22,53","23,86","34,9","18,13","14,42","235,7","38,49","34,66","7,04","1538,14","8,87",Apto
967,San Juan,"28,76","19,22","23,18","28,84","9,61","37,94","33,42","253,48","47,34","31,52","7,84","1614,39","10,69",No Apto
968,Neuquén,"11,88","28,11","19,05","40,95","30,89","18,93","23,67","203,74","54,85","30,81","6,28","800,96","9,69",No Apto
969,Salta,"22,66","26,73","28,68","21,94","12,98","32,97","6,85","244,1","39,16","32,55","8,02","864,87","14,78",Apto
970,Tucumán,"19,04","11,31","17,41","52,24","22,72","52,62","20,99","198,78","74,19","27,2","6,63","136,79","2,5",No Apto
971,Córdoba Capital,"26,55","11,21","14,51","47,73","20,17","53,11","37,98","228,62","62,28","28,67","6,62","613,82","6,73",No Apto
972,Buenos Aires (CABA),"37,47","51,58","9,08",5,"5,54","24,57","36,08","353,04","17,1","42,97","7,48","930,01","6,66",No Apto
973,San Juan,"29,3","23,65","24,66","22,39","32,98","39,96","8,58","264,5","38,7","32,96","6,18","278,12","6,55",Apto
974,Rosario,"8,6","35,9","23,36","32,14","7,35","33,96","31,04","206,2","45,44","32,49","6,07","933,87","10,13",No Apto
975,Misiones,"1,25","24,94","14,61","59,21","25,65","50,03","33,2","154,88","78,32","27,73","6,65","1713,69","7,6",No Apto
976,Chubut,"10,49","57,03","5,63","26,85","28,55","25,86","14,5","256,02","37,18","39,21","7,35","1183,58",8,Apto
977,San Juan,"23,8","22,96","25,97","27,26","28,86","15,15","21,51","241,12","40,47","31,65","8,27","203,91","6,77",Apto
978,Neuquén,"2,06","31,48","5,29","61,17","9,06","21,5","29,88","171,2","83,34","29,86","8,12","423,76","14,88",No Apto
979,Chubut,"19,85","53,64","22,59",5,"18,43","28,98","20,37","286,68","13,28","40,06","7,23","975,36","13,95",Apto
980,Tucumán,"23,87","52,1","29,26",5,"29,88","27,63","8,95","299,68","8,58","40,4","6,09","754,9","4,96",Apto
981,Misiones,"13,37","19,31","15,94","51,38","14,08","46,65","29,71","192,1","68,21","28,47","7,34","749,52","2,12",No Apto
982,Chubut,"30,84","50,13","10,87","8,16","19,03","42,22","36,91","323,62","17,71","41,21","7,76","1082,07","12,68",No Apto
983,Salta,"4,26","32,91","22,62","40,2","13,18","26,98","27,84","182,86","62,32","30,72","6,85","1189,57","14,96",No Apto
984,San Juan,"3,01","34,15","25,43","37,42","18,91","33,31","32,08","180,34","57,88","30,85","6,28","1603,88","4,74",No Apto
985,Córdoba Capital,"29,13","16,67","18,66","35,54","31,64","18,82","17,54","249,86","56,83","30,83","6,7","714,88","5,69",Apto
986,Misiones,"19,82","14,03","29,18","36,97","18,65","50,93","11,41","207,34","50,67","28,17","7,93","1620,66","14,15",No Apto
987,Mendoza,"27,54","46,4","6,29","19,78","21,68","52,42","27,5","302,96","34,44","39,43","6,88","710,29","10,81",No Apto
988,Tucumán,"17,39","34,82","17,62","30,16","17,12","54,19","16,47","239,2","34,08","33,92","8,03","158,09","4,79",Apto
989,Buenos Aires (CABA),"9,86","31,84","22,96","35,34","18,8","49,74","35,1","203,12","54,55","31,52","6,8","1130,67","8,93",No Apto
990,Misiones,"32,76","46,48","26,57",5,"5,46","21,96","9,29",324,"19,05","40,5","6,41","1196,41","14,19",Apto
991,Neuquén,"31,98","48,28","9,48","10,27","13,51","16,85","20,17","324,48","20,57","40,88","7,09","1872,35","12,27",Apto
992,San Juan,"27,79","17,95",25,"29,27","18,1","38,18","18,89","247,06","46,6","30,94","7,13","1465,82","11,26",Apto
993,Salta,"10,89","40,51","18,82","29,79","24,01","51,5","37,83","224,58","38,17","34,33","6,04","1839,66","11,19",No Apto
994,Buenos Aires (CABA),"23,61","16,77","14,91","44,71","18,5","22,09","10,36","227,98","59,65","29,75","6,29","1821,28","3,08",Apto
995,Buenos Aires (CABA),"14,44","47,57","8,29","29,7","15,13","15,28","5,34","252,9","49,47","37,16","6,46","1228,92","12,46",Apto
996,Tucumán,"3,66","42,85","26,63","26,86","16,64","47,22","13,33","200,34","44,79","33,59","6,28","1079,14","4,5",No Apto
997,Chubut,"36,69","57,83","8,93",5,"12,27","18,07","33,71","362,42","13,94","44,69","6,85","1137,01","13,99",No Apto
998,Neuquén,"5,47","13,45","12,74","68,33","32,73","31,55","12,33","148,78","96,05","25,13","8,41","1957,75","5,79",No Apto
999,Chubut,"38,01","12,85","12,25","36,89","20,65","42,16","13,43","277,74","54,96","31,46","7,27","1557,68","12,94",Apto
1000,Salta,"17,84","24,11","26,79","31,27","5,4","24,47","9,55","219,58",45,"30,8","7,57","257,22","4,36",No Apto
